id,name
590,surfing water
591,surveying
592,sweeping floor
593,swimming backstroke
594,swimming breast stroke
595,swimming butterfly stroke
596,swimming front crawl
597,swimming with dolphins
598,swimming with sharks
599,swing dancing
600,swinging baseball bat
601,swinging on something
602,sword fighting
603,sword swallowing
604,tackling
605,tagging graffiti
606,tai chi
607,taking photo
608,talking on cell phone
609,tango dancing
610,tap dancing
611,tapping guitar
612,tapping pen
613,tasting beer
614,tasting food
615,tasting wine
616,testifying
617,texting
618,threading needle
619,throwing axe
620,throwing ball (not baseball or American football)
621,throwing discus
622,throwing knife
623,throwing snowballs
624,throwing tantrum
625,throwing water balloon
626,tickling
627,tie dying
628,tightrope walking
629,tiptoeing
630,tobogganing
631,tossing coin
632,tossing salad
633,training dog
634,trapezing
635,treating wood
636,trimming or shaving beard
637,trimming shrubs
638,trimming trees
639,triple jump
640,twiddling fingers
641,tying bow tie
642,tying knot (not on a tie)
643,tying necktie
644,tying shoe laces
645,unboxing
646,uncorking champagne
647,unloading truck
648,using a microscope
649,using a paint roller
650,using a power drill
651,using a sledge hammer
652,using a wrench
653,using atm
654,using bagging machine
655,using circular saw
656,using inhaler
657,using megaphone
658,using puppets
659,using remote controller (not gaming)
660,using segway
661,vacuuming car
662,vacuuming floor
663,visiting the zoo
664,wading through mud
665,wading through water
666,waiting in line
667,waking up
668,walking on stilts
669,walking the dog
670,walking through snow
671,walking with crutches
672,washing dishes
673,washing feet
674,washing hair
675,washing hands
676,watching tv
677,water skiing
678,water sliding
679,watering plants
680,waving hand
681,waxing armpits
682,waxing back
683,waxing chest
684,waxing eyebrows
685,waxing legs
686,weaving basket
687,weaving fabric
688,welding
689,whistling
690,windsurfing
691,winking
692,wood burning (art)
693,wrapping present
694,wrestling
695,writing
696,yarn spinning
697,yawning
698,yoga
699,zumba
