id,name
588,spraying
589,springboard diving
590,square dancing
591,squat
592,squeezing orange
593,stacking cups
594,stacking dice
595,standing on hands
596,staring
597,steer roping
598,steering car
599,sticking tongue out
600,stomping grapes
601,stretching arm
602,stretching leg
603,strumming guitar
604,sucking lolly
605,surfing crowd
606,surfing water
607,surveying
608,sweeping floor
609,swimming backstroke
610,swimming breast stroke
611,swimming butterfly stroke
612,swimming front crawl
613,swimming with dolphins
614,swimming with sharks
615,swing dancing
616,swinging baseball bat
617,swinging legs
618,swinging on something
619,sword fighting
620,sword swallowing
621,tackling
622,tagging graffiti
623,tai chi
624,taking a shower
625,taking photo
626,talking on cell phone
627,tango dancing
628,tap dancing
629,tapping guitar
630,tapping pen
631,tasting beer
632,tasting food
633,tasting wine
634,testifying
635,texting
636,threading needle
637,throwing axe
638,throwing ball
639,throwing ball (not baseball or American football)
640,throwing discus
641,throwing knife
642,throwing snowballs
643,throwing tantrum
644,throwing water balloon
645,tickling
646,tie dying
647,tightrope walking
648,tiptoeing
649,tobogganing
650,tossing coin
651,tossing salad
652,training dog
653,trapezing
654,treating wood
655,trimming or shaving beard
656,trimming shrubs
657,trimming trees
658,triple jump
659,twiddling fingers
660,tying bow tie
661,tying knot (not on a tie)
662,tying necktie
663,tying shoe laces
664,tying tie
665,unboxing
666,uncorking champagne
667,unloading truck
668,using a microscope
669,using a paint roller
670,using a power drill
671,using a sledge hammer
672,using a wrench
673,using atm
674,using bagging machine
675,using circular saw
676,using computer
677,using inhaler
678,using megaphone
679,using puppets
680,using remote controller (not gaming)
681,using segway
682,vacuuming car
683,vacuuming floor
684,vault
685,visiting the zoo
686,wading through mud
687,wading through water
688,waiting in line
689,waking up
690,walking on stilts
691,walking the dog
692,walking through snow
693,walking with crutches
694,washing dishes
695,washing feet
696,washing hair
697,washing hands
698,watching tv
699,water skiing
700,water sliding
701,watering plants
702,waving hand
703,waxing armpits
704,waxing back
705,waxing chest
706,waxing eyebrows
707,waxing legs
708,weaving basket
709,weaving fabric
710,welding
711,whistling
712,windsurfing
713,winking
714,wood burning (art)
715,wrapping present
716,wrestling
717,writing
718,yarn spinning
719,yawning
720,yoga
721,zumba
